Fecha	Punto_ID	Individuo_ID	Sp_planta	Peso_humedo_g	Peso_seco_g	N_hojas	LDMC	Peso_fruto_g	Peso_sem_g	N_frutos	N_sem
14-7-23	T48	T48C3	Scutia_buxifolia	0.29	0.146	5	496.60	0.917	0.413	5	15
14-7-23	T48	T48C1	Scutia_buxifolia	0.30	0.156	5	514.85				
14-7-23	T50	T50C1	Scutia_buxifolia	0.34	0.182	5	529.07	0.068	0.031	1	3
14-7-23	T48	T48C2	Scutia_buxifolia	0.44	0.236	5	541.28	1.214	0.39	5	15
14-7-23	T48	T48ST1	Jodina_rhombifolia	1.43	0.682	5	476.26				
14-7-23	T48	T48ST2	Jodina_rhombifolia	1.23	0.562	5	456.91				
14-7-23	T41	T41M1	Schinus_longifolius	0.33	0.144	5	439.02				
14-7-23	T41	T41C5	Scutia_buxifolia	0.24	0.144	5	600.00	0.648	0.341	5	15
14-7-23	T41	T41ST3	Jodina_rhombifolia	0.89	0.400	5	449.94				
14-7-23	T41	T41ST2	Jodina_rhombifolia	1.05	0.458	5	434.54				
14-7-23	T40	T40C5	Scutia_buxifolia	0.32	0.191	5	589.51	0.624	0.28	5	15
14-7-23	T40	T40C1	Scutia_buxifolia	0.32	0.171	5	529.41				
14-7-23	T40	T40C3	Scutia_buxifolia	0.24	0.148	5	614.11	0.627	0.267	5	17
14-7-23	T40	T40C2	Scutia_buxifolia	0.28	0.163	5	573.94	0.856	0.287	5	15
14-7-23	T41	T41C4	Scutia_buxifolia	0.31	0.171	5	553.40	0.87	0.442	5	15
14-7-23	T41	T41C3	Scutia_buxifolia	0.16	0.087	5	557.69	0.701	0.265	5	15
14-7-23	T41	T41C1	Scutia_buxifolia	0.19	0.084	5	432.99	0.59	0.273	5	15
14-7-23	T40	T40C4	Scutia_buxifolia	0.29	0.151	5	526.13	0.122	0.051	1	3
14-7-23	T41	T41C2	Scutia_buxifolia	0.21	0.119	5	574.88	0.546	0.209	5	15
20-7-23	T43	T43ST1	Jodina_rhombifolia	1.26	0.573	5	456.57				
20-7-23	T43	T43C1	Scutia_buxifolia	0.23	0.120	5	519.48	0.785	0.335	5	15
20-7-23	T44	T44C2	Scutia_buxifolia	0.23	0.125	5	548.25	0.87	0.296	5	15
20-7-23	T44	T44ST1	Jodina_rhombifolia	1.51	0.777	5	514.23				
20-7-23	T43	T43M1	Schinus_longifolius	0.46	0.196	5	422.41				
20-7-23	T44	T44C5	Scutia_buxifolia	0.07	0.035	3	500.00				
20-7-23	T44	T44C1	Scutia_buxifolia	0.17	0.085	5	512.05		0.187	5	15
20-7-23	T43	T43CU1	Sapium_haematospermum	0.88	0.330	5	373.73				
20-7-23	T43	T43ST2	Jodina_rhombifolia	1.48	0.624	5	422.48				
20-7-23	T44	T44C3	Scutia_buxifolia	0.25	0.131	5	528.23	0.617	0.219	5	15
20-7-23	T44	T44C4	Scutia_buxifolia	0.22	0.113	5	525.58	0.785	0.263	5	15
20-7-23	T43	T43C3	Scutia_buxifolia	0.17	0.084	5	494.12	0.698	0.305	5	15
25-7-23	T1	T1L1	Ligustrum_lucidum	5.91	2.129	5	360.24	0.32	0.13	5	10
25-7-23	T1	T1C1	Scutia_buxifolia	0.20	0.104	5	520.00	0.48	0.25	4	12
25-7-23	T1	T1C2	Scutia_buxifolia	0.20	0.103	5	515.00	0.47	0.27	5	15
25-7-23	T1	T1ST2	Jodina_rhombifolia	1.17	0.460	5	393.16				
25-7-23	T1	T1ST3	Jodina_rhombifolia	1.47	0.629	5	427.89				
25-7-23	T1	T1ST1	Jodina_rhombifolia	1.56	0.629	5	403.21				
25-7-23	T1	T1C3	Scutia_buxifolia	0.12	0.060	5	500.00				
25-7-23	T2	T2ST2	Jodina_rhombifolia	1.34	0.541	5	403.73				
25-7-23	T2	T2M1	Scutia_buxifolia	0.17	0.071	5	417.65				
25-7-23	T2	T2ST1	Jodina_rhombifolia	0.56	0.218	5	389.29				
25-7-23	T2	T2C2	Scutia_buxifolia	0.22	0.120	5	545.45	0.29	0.15	3	9
25-7-23	T2	T2M2	Scutia_buxifolia	0.16	0.076	5	475.00				
25-7-23	T2	T2ST3	Jodina_rhombifolia	0.87	0.336	5	386.21				
25-7-23	T7	T7C3	Scutia_buxifolia	0.16	0.088	5	550.00				
25-7-23	T7	T7ST1	Jodina_rhombifolia	0.79	0.340	5	430.38				
25-7-23	T7	T7C1	Scutia_buxifolia	0.13	0.081	5	623.08	0.67	0.2	5	15
25-7-23	T7	T7C2	Scutia_buxifolia	0.33	0.158	5	478.79				
25-7-23	T6	T6C3	Scutia_buxifolia	0.42	0.161	5	383.33				
25-7-23	T6	T6C1	Scutia_buxifolia	0.28	0.132	5	471.43				
25-7-23	T6	T6ST1	Jodina_rhombifolia	1.37	0.556	5	405.84				
25-7-23	T6	T6C2	Scutia_buxifolia	0.25	0.138	5	552.00				
26-7-23	L5	L5L3	Ligustrum_lucidum	0.97	0.332	5	342.27				
26-7-23	L6	L6L1	Ligustrum_lucidum	4.85	1.661	5	342.47				
27-7-23	L1	L1L6	Ligustrum_lucidum	2.30	0.771	5	335.22				
27-7-23	L1	L1L5	Ligustrum_lucidum	2.29	0.687	5	300.00				
27-7-23	L1	L1C3	Scutia_buxifolia	0.35	0.152	5	434.29				
27-7-23	L2	L2L4	Ligustrum_lucidum	1.73	0.534	5	308.67				
27-7-23	L2	L2L5	Ligustrum_lucidum	1.45	0.431	5	297.24				
27-7-23	L2	L2L6	Ligustrum_lucidum	2.28	0.673	5	295.18				
27-7-23	L6	L6L5	Ligustrum_lucidum	1.92	0.613	5	319.27				
27-7-23	L6	L6L6	Ligustrum_lucidum	1.49	0.461	5	309.40				
27-7-23	L3	L3L4	Ligustrum_lucidum	2.32	0.667	5	287.50				
27-7-23	L3	L3L5	Ligustrum_lucidum	1.89	0.442	5	233.86				
27-7-23	L3	L3L6	Ligustrum_lucidum	2.41	0.701	5	290.87				
27-7-23	L3	L3ST1	Jodina_rhombifolia	0.97	0.402	5	414.43				
27-7-23	L1	L1L4	Ligustrum_lucidum	2.62	0.950	5	362.60				
27-7-23	L4	L4L4	Ligustrum_lucidum	1.64	0.460	5	280.49				
27-7-23	L4	L4L5	Ligustrum_lucidum	0.78	0.226	5	289.74				
27-7-23	L4	L4L6	Ligustrum_lucidum	1.25	0.342	5	273.60				
27-7-23	L8	L8L1	Ligustrum_lucidum	2.85	0.919	5	322.46				
27-7-23	L8	L8L4	Ligustrum_lucidum	1.29	0.413	5	320.16				
27-7-23	L8	L8L5	Ligustrum_lucidum	0.94	0.287	5	305.32				
27-7-23	L8	L8L6	Ligustrum_lucidum	1.85	0.591	5	319.46				
27-7-23	L9	L9L1	Ligustrum_lucidum	2.84	0.803	5	282.75				
27-7-23	L9	L9L3	Ligustrum_lucidum	1.30	0.414	5	318.46				
27-7-23	L9	L9L4	Ligustrum_lucidum	1.30	0.413	5	317.69				
27-7-23	L9	L9L5	Ligustrum_lucidum	2.67	0.775	5	290.26				
27-7-23	L9	L9L6	Ligustrum_lucidum	2.64	0.740	5	280.30				
27-7-23	L10	L10L4	Ligustrum_lucidum	0.69	0.197	5	285.51				
27-7-23	L10	L10L5	Ligustrum_lucidum	1.35	0.428	5	317.04				
27-7-23	L10	L10L6	Ligustrum_lucidum	1.60	0.476	5	297.50				
27-7-23	L10	L10C3	Scutia_buxifolia	0.26	0.125	5	480.77				
27-7-23	L6	L6L4	Ligustrum_lucidum	1.33	0.420	5	315.79				
27-7-23	L5	L5L4	Ligustrum_lucidum	2.71	0.841	5	310.33				
27-7-23	L5	L5L5	Ligustrum_lucidum	1.50	0.344	5	229.33				
27-7-23	L5	L5L6	Ligustrum_lucidum	0.87	0.243	5	279.31				
27-7-23	L7	L7L4	Ligustrum_lucidum	1.55	0.477	5	307.74				
27-7-23	L7	L7L5	Ligustrum_lucidum	1.11	0.298	5	268.47				
27-7-23	L7	L7L6	Ligustrum_lucidum	3.28	1.070	5	326.22				
28-7-23	T25	T25C1	Scutia_buxifolia	0.13	0.065	5	500.00				
28-7-23	T25	T25C2	Scutia_buxifolia	0.36	0.200	5	555.56				
28-7-23	T25	T25C3	Scutia_buxifolia	0.44	0.267	5	606.82				
28-7-23	T26	T26C1	Scutia_buxifolia	0.49	0.252	5	514.29				
28-7-23	T26	T26C2	Scutia_buxifolia	0.31	0.146	5	470.97				
28-7-23	T26	T26C3	Scutia_buxifolia	0.21	0.116	5	552.38	0.58	0.18	5	15
28-7-23	T27	T27C1	Scutia_buxifolia	0.29	0.169	5	582.76	0.65	0.31	5	15
28-7-23	T27	T27C2	Scutia_buxifolia	0.32	0.176	5	550.00	0.76	0.27	5	15
28-7-23	T27	T27C3	Scutia_buxifolia	0.24	0.132	5	550.00	0.5	0.18	5	15
28-7-23	T27	T27M1	Schinus_longifolius	0.42	0.187	5	445.24				
28-7-23	T28	T28C1	Scutia_buxifolia	0.52	0.266	5	511.54	0.82	0.32	5	15
28-7-23	T28	T28C2	Scutia_buxifolia	0.24	0.137	5	570.83	0.92	0.34	5	15
28-7-23	T28	T28C3	Scutia_buxifolia	0.27	0.122	5	451.85	0.77	0.24	5	15
28-7-23	T32	T32C1	Scutia_buxifolia	0.26	0.126	5	484.62	0.61	0.24	5	16
28-7-23	T32	T32C2	Scutia_buxifolia	0.15	0.069	5	460.00				
28-7-23	T32	T32M1	Schinus_longifolius	0.19	0.071	5	373.68				
28-7-23	T29	T29C1	Scutia_buxifolia	0.15	0.068	5	453.33				
28-7-23	T29	T29C3	Scutia_buxifolia	0.26	0.140	5	538.46	0.54	0.25	5	15
28-7-23	T35	T35M1	Schinus_longifolius	0.32	0.144	5	450.00				
28-7-23	T35	T35C2	Scutia_buxifolia	0.28	0.158	5	564.29	0.7	0.32	5	16
28-7-23	T30	T30C1	Scutia_buxifolia	0.47	0.231	5	491.49				
28-7-23	T30	T30C2	Scutia_buxifolia	0.22	0.095	5	431.82	0.95	0.34	5	16
28-7-23	T30	T30C3	Scutia_buxifolia	0.25	0.113	5	452.00	0.58	0.19	5	15
28-7-23	T31	T31C3	Scutia_buxifolia	0.15	0.083	5	553.33	0.58	0.23	5	15
28-7-23	T31	T31C2	Scutia_buxifolia	0.17	0.087	5	511.76	0.78	0.33	4	12
28-7-23	T31	T31C1	Scutia_buxifolia	0.28	0.134	5	478.57	0.63	0.25	5	15
28-7-23	T34	T34C1	Scutia_buxifolia	0.44	0.256	5	581.82	0.56	0.23	5	16
28-7-23	T34	T34C2	Scutia_buxifolia	0.18	0.094	5	522.22				
28-7-23	T42	T42C1	Scutia_buxifolia	0.19	0.106	5	557.89				
28-7-23	T39	T39C2	Scutia_buxifolia	0.16	0.084	5	525.00				
28-7-23	T42	T42C5	Scutia_buxifolia	0.48	0.269	5	560.42				
28-7-23	T45	T45C2	Scutia_buxifolia	0.14	0.073	5	521.43				
28-7-23	T39	T39C5	Scutia_buxifolia	0.35	0.205	5	585.71				
