Fecha	Punto_ID	Individuo_ID	Sp_planta	Peso_humedo_g	Peso_seco_g	N_hojas	LDMC	Peso_fruto_g	Peso_sem_g	N_frutos	N_sem
14-12-23	T29	T29T2	Celtis_tala	0.33	0.143	5	433.33				
14-12-23	T29	T29T3	Celtis_tala	0.31	0.132	5	425.81				
14-12-23	T29	T29T4	Celtis_tala	0.41	0.167	5	407.32				
14-12-23	T29	T29T5	Celtis_tala	0.31	0.102	5	329.03				
14-12-23	T30	T30T1	Celtis_tala	0.5	0.19	5	380.00				
14-12-23	T30	T30T2	Celtis_tala	0.35	0.133	5	380.00				
14-12-23	T30	T30T3	Celtis_tala	0.56	0.236	5	421.43				
14-12-23	T30	T30T4	Celtis_tala	0.26	0.096	5	369.23				
14-12-23	T30	T30T5	Celtis_tala	0.37	0.144	5	389.19				
14-12-23	T31	T31T1	Celtis_tala	0.32	0.133	5	415.63				
14-12-23	T31	T31T2	Celtis_tala	0.17	0.059	5	347.06				
14-12-23	T31	T31T3	Celtis_tala	0.28	0.117	5	417.86				
14-12-23	T31	T31T4	Celtis_tala	0.26	0.113	5	434.62				
14-12-23	T31	T31T5	Celtis_tala	0.43	0.196	5	455.81				
15-12-23	L16	L16L1	Ligustrum_lucidum	2.72	0.489	5	179.78				
15-12-23	L16	L16L2	Ligustrum_lucidum	1.32	0.27	5	204.55				
15-12-23	L16	L16L3	Ligustrum_lucidum	2.5	0.478	5	191.20				
15-12-23	L16	L16L4	Ligustrum_lucidum	1.69	0.333	5	197.04				
15-12-23	L16	L16L5	Ligustrum_lucidum	1.96	0.332	5	169.39				
15-12-23	L17	L17L1	Ligustrum_lucidum	2.54	0.699	5	275.20				
15-12-23	L17	L17L2	Ligustrum_lucidum	2.76	0.642	4	232.61				
15-12-23	L17	L17L3	Ligustrum_lucidum	1.9	0.549	5	288.95				
15-12-23	L17	L17L4	Ligustrum_lucidum	1.3	0.38	5	292.31				
15-12-23	L17	L17L5	Ligustrum_lucidum	1.94	0.547	5	281.96				
15-12-23	L17	L17MO1	Morus_alba	5.75	1.548	5	269.22				
15-12-23	L18	L18L1	Ligustrum_lucidum	1.22	0.258	5	211.48				
15-12-23	L18	L18L2	Ligustrum_lucidum	1.38	0.284	5	205.80				
15-12-23	L18	L18L3	Ligustrum_lucidum	4.6	1.023	5	222.39				
15-12-23	L18	L18L4	Ligustrum_lucidum	1.75	0.348	5	198.86				
15-12-23	L18	L18L5	Ligustrum_lucidum	2.47	0.621	5	251.42				
15-12-23	L18	L18P1	Ligustrum_lucidum	0.6	0.111	5	185.00				
15-12-23	L19	L19L1	Ligustrum_lucidum	1.77	0.5	5	282.49				
15-12-23	L19	L19L2	Ligustrum_lucidum	2.28	0.535	5	234.65				
15-12-23	L19	L19L3	Ligustrum_lucidum	2.6	0.634	5	243.85				
15-12-23	L19	L19L4	Ligustrum_lucidum	4.43	0.979	5	220.99				
15-12-23	L19	L19L5	Ligustrum_lucidum	2.83	0.61	5	215.55				
16-12-23	L42	L42LT1	Ligustrum_sinense	2.61	0.298	5	114.18				
16-12-23	L42	L42LT2	Ligustrum_sinense	2.74	0.343	5	125.18				
16-12-23	L42	L42AR1	Acer_sp	1.33	0.285	5	214.29				
16-12-23	L42	L42L1	Ligustrum_lucidum	0.92	0.197	5	214.13				
16-12-23	L42	L42L2	Ligustrum_lucidum	2	0.432	5	216.00				
16-12-23	L42	L42L3	Ligustrum_lucidum	1.99	0.538	5	270.35				
16-12-23	L42	L42L4	Ligustrum_lucidum	2.65	0.693	5	261.51				
16-12-23	L42	L42L5	Ligustrum_lucidum	1.39	0.362	5	260.43				
16-12-23	L43	L43L1	Ligustrum_lucidum	0.89	0.194	5	217.98				
16-12-23	L43	L43L2	Ligustrum_lucidum	1.05	0.306	5	291.43				
16-12-23	L43	L43L3	Ligustrum_lucidum	1.41	0.308	5	218.44				
16-12-23	L43	L43L4	Ligustrum_lucidum	2.84	0.643	5	226.41				
16-12-23	L43	L43L5	Ligustrum_lucidum	3.77	0.913	5	242.18				
16-12-23	L43	L43E1	Eucalyptus_sp	1.09	0.516	5	473.39				
16-12-23	L43	L43E2	Eucalyptus_sp	1.08	0.52	5	481.48				
16-12-23	L43	L43AR1	Acer_sp	2.94	0.668	5	227.21				
16-12-23	L45	L45FAB1	NA	0.35	0.111	5	317.14				
16-12-23	L46	L46L1	Ligustrum_lucidum	2.87	0.523	5	182.23				
16-12-23	L46	L46L2	Ligustrum_lucidum	3.91	0.899	5	229.92				
16-12-23	L46	L46L3	Ligustrum_lucidum	2.35	0.446	5	189.79				
16-12-23	L46	L46L4	Ligustrum_lucidum	5.33	0.857	5	160.79				
16-12-23	L46	L46L5	Ligustrum_lucidum	2.07	0.443	5	214.01				
16-12-23	L47	L47L1	Ligustrum_lucidum	6.07	1.524	5	251.07				
16-12-23	L47	L47L2	Ligustrum_lucidum	2.95	0.781	5	264.75				
16-12-23	L30	L30L1	Ligustrum_lucidum	2.58	0.656	5	254.26				
16-12-23	L30	L30L2	Ligustrum_lucidum	1.47	0.344	5	234.01				
16-12-23	L30	L30L3	Ligustrum_lucidum	2.34	0.585	5	250.00				
16-12-23	L30	L30L4	Ligustrum_lucidum	2.59	0.633	5	244.40				
16-12-23	L30	L30L5	Ligustrum_lucidum	1.3	0.322	5	247.69				
16-12-23	L31	L31L1	Ligustrum_lucidum	3.03	0.684	5	225.74				
16-12-23	L31	L31L2	Ligustrum_lucidum	3.13	0.807	5	257.83				
16-12-23	L31	L31L3	Ligustrum_lucidum	3	0.762	5	254.00				
16-12-23	L31	L31L4	Ligustrum_lucidum	3.11	0.763	5	245.34				
16-12-23	L31	L31L5	Ligustrum_lucidum	3.28	0.751	5	228.96				
16-12-23	L32	L32L1	Ligustrum_lucidum	1.26	0.273	4	216.67				
16-12-23	L32	L32L2	Ligustrum_lucidum	1.56	0.354	5	226.92				
16-12-23	L32	L32L3	Ligustrum_lucidum	2.19	0.558	5	254.79				
16-12-23	L32	L32L4	Ligustrum_lucidum	1.84	0.466	5	253.26				
16-12-23	L32	L32L5	Ligustrum_lucidum	2.34	0.589	5	251.71				
16-12-23	L32	L32C1	Scutia_buxifolia	1.11	0.247	5	222.52				
16-12-23	L32	L32C2	Scutia_buxifolia	0.46	0.198	5	430.43				
18-12-23	L50	L50NA1	NA	2.85	0.666	5	233.68				
18-12-23	L51	L51L3	Ligustrum_lucidum	3.42	0.606	5	177.19				
18-12-23	L48	L48L1	Ligustrum_lucidum	2.57	0.606	5	235.80				
18-12-23	L48	L48L2	Ligustrum_lucidum	2.48	0.581	5	234.27				
18-12-23	L48	L48L3	Ligustrum_lucidum	2.4	0.533	5	222.08				
18-12-23	L48	L48L4	Ligustrum_lucidum	3	0.683	5	227.67				
18-12-23	L48	L48L5	Ligustrum_lucidum	3.17	0.79	5	249.21				
18-12-23	L48	L48AR1	Acer_sp	2.11	0.423	5	200.47				
18-12-23	L48	L48NA1	NA	1.19	0.295	5	247.90				
18-12-23	L49	L49AR1	Acer_sp	1.89	0.413	5	218.52				
18-12-23	L49	L49AR2	Acer_sp	1.88	0.395	5	210.11				
18-12-23	L49	L49AR3	Acer_sp	3.14	0.668	5	212.74				
18-12-23	L49	L49AR4	Acer_sp	1.13	0.228	5	201.77				
18-12-23	L49	L49NA11	NA	4.27	0.899	5	210.54				
18-12-23	L49	L49L1	Ligustrum_lucidum	1.73	0.36	5	208.09				
18-12-23	L49	L49L2	Ligustrum_lucidum	3.82	0.939	5	245.81				
18-12-23	L49	L49L3	Ligustrum_lucidum	3.84	1.078	5	280.73				
18-12-23	L49	L49L4	Ligustrum_lucidum	2.33	0.47	5	201.72				
18-12-23	L49	L49L5	Ligustrum_lucidum	1.61	0.313	5	194.41				
18-12-23	L51	L51L1	Ligustrum_lucidum	2.33	0.481	5	206.44				
18-12-23	L51	L51L2	Ligustrum_lucidum	1.81	0.351	5	193.92				
18-12-23	L51	L51L4	Ligustrum_lucidum	1.37	0.207	5	151.09				
18-12-23	L51	L51L5	Ligustrum_lucidum	3.47	0.756	5	217.87				
18-12-23	L52	L52L1	Ligustrum_lucidum	4.09	1.001	5	244.74				
18-12-23	L52	L52L2	Ligustrum_lucidum	2.63	0.653	5	248.29				
18-12-23	L52	L52L3	Ligustrum_lucidum	4.09	0.9	5	220.05				
18-12-23	L52	L52L4	Ligustrum_lucidum	4.59	0.976	5	212.64				
18-12-23	L52	L52L5	Ligustrum_lucidum	1.59	0.368	5	231.45				
18-12-23	L52	L52AL1	Populus_alba	5.66	1.831	5	323.50				
18-12-23	L52	L52E1	Eucalyptus_sp	1.24	0.404	5	325.81				
18-12-23	L41	L41L1	Ligustrum_lucidum	1.62	0.553	5	341.36				
18-12-23	L41	L41L2	Ligustrum_lucidum	2.48	0.652	5	262.90				
18-12-23	L41	L41L4	Ligustrum_lucidum	2.69	0.739	4	274.72				
18-12-23	L41	L41L5	Ligustrum_lucidum	3.84	0.844	5	219.79				
18-12-23	L52	L52CA1	Catalpa_speciosa	20.18	5.111	3	253.27				
20-12-23	L33	L33L2	Ligustrum_lucidum	1.518	0.545	5	359.03				
20-12-23	L40	L40L3	Ligustrum_lucidum	3.476	1.155	5	332.28				
20-12-23	L34	L34C2	Scutia_buxifolia	0.144	0.11	5	763.89				
20-12-23	L34	L34C1	Scutia_buxifolia	0.146	0.107	4	732.88				
20-12-23	L34	L34L3	Ligustrum_lucidum	2.663	0.812	5	304.92				
20-12-23	L34	L34L1	Ligustrum_lucidum	0.39	0.171	5	438.46				
20-12-23	L34	L34T1	Celtis_tala	0.304	0.161	5	529.61				
20-12-23	L34	L34L4	Ligustrum_lucidum	1.53	0.53	5	346.41				
20-12-23	L34	L34ST1	Jodina_rhombifolia	0.29	0.114	2	393.10				
20-12-23	L34	L34C3	Scutia_buxifolia	0.319	0.176	5	551.72				
20-12-23	L34	L34C4	Scutia_buxifolia	0.149	0.124	5	832.21				
20-12-23	T32	T32T1	Celtis_tala	0.285	0.096	5	336.84				
20-12-23	T32	T32T2	Celtis_tala	0.236	0.104	5	440.68				
20-12-23	T32	T32T3	Celtis_tala	0.193	0.071	5	367.88				
20-12-23	T32	T32T4	Celtis_tala	2.37	0.117	5	49.37				
20-12-23	T32	T32T5	Celtis_tala	0.252	0.103	5	408.73				
20-12-23	T33	T33T1	Celtis_tala	0.359	0.182	5	506.96				
20-12-23	T33	T33T2	Celtis_tala	0.237	0.125	5	527.43				
20-12-23	T33	T33T3	Celtis_tala	0.329	0.13	5	395.14				
20-12-23	T33	T33T4	Celtis_tala	0.309	0.129	5	417.48				
20-12-23	T33	T33T5	Celtis_tala	0.173	0.072	5	416.18				
20-12-23	T34	T34T1	Celtis_tala	0.245	0.114	5	465.31				
20-12-23	T34	T34T2	Celtis_tala	0.22	0.108	5	490.91				
20-12-23	T34	T34T3	Celtis_tala	0.242	0.123	5	508.26				
20-12-23	T34	T34T4	Celtis_tala	0.201	0.095	5	472.64				
20-12-23	T34	T34T5	Celtis_tala	0.232	0.107	5	461.21				
20-12-23	T35	T35T1	Celtis_tala	0.177	0.094	5	531.07				
20-12-23	T35	T35T2	Celtis_tala	0.239	0.136	5	569.04				
20-12-23	T35	T35T3	Celtis_tala	0.272	0.114	5	419.12				
20-12-23	T35	T35T4	Celtis_tala	0.303	0.163	5	537.95				
16-2-24	T38	T38T1	Celtis_tala	0.16	0.066	5	412.50				
16-2-24	T38	T38T2	Celtis_tala	0.33	0.173	5	524.24				
16-2-24	T38	T38T3	Celtis_tala	0.32	0.133	5	415.63				
16-2-24	T38	T38T4	Celtis_tala	0.49	0.21	5	428.57				
16-2-24	T38	T38T5	Celtis_tala	0.22	0.09	5	409.09				
16-2-24	T39	T39T1	Celtis_tala	0.23	0.123	5	534.78				
16-2-24	T39	T39T2	Celtis_tala	0.27	0.115	5	425.93				
16-2-24	T39	T39T3	Celtis_tala	0.22	0.102	5	463.64				
16-2-24	T39	T39T4	Celtis_tala	0.13	0.082	5	630.77				
16-2-24	T39	T39T5	Celtis_tala	0.33	0.137	5	415.15				
16-2-24	T40	T40T1	Celtis_tala	0.3	0.151	5	503.33				
16-2-24	T40	T40T2	Celtis_tala	0.17	0.104	5	611.76				
16-2-24	T40	T40T3	Celtis_tala	0.27	0.12	5	444.44				
16-2-24	T40	T40T4	Celtis_tala	0.42	0.218	5	519.05				
16-2-24	T41	T41T1	Celtis_tala	0.31	0.122	5	393.55				
16-2-24	T41	T41T2	Celtis_tala	0.17	0.072	5	423.53				
16-2-24	T41	T41T3	Celtis_tala	0.3	0.088	5	293.33				
16-2-24	T41	T41T4	Celtis_tala	0.35	0.188	5	537.14				
16-2-24	T41	T41T5	Celtis_tala	0.14	0.055	5	392.86				
16-2-24	T41	T41O1	Phytolacca_dioica	3.21	0.645	5	200.93				
16-2-24	T42	T42T1	Celtis_tala	0.17	0.101	5	594.12				
16-2-24	T42	T42T2	Celtis_tala	0.23	0.107	5	465.22				
16-2-24	T42	T42T3	Celtis_tala	0.38	0.112	5	294.74				
16-2-24	T44	T44T1	Celtis_tala	0.23	0.109	5	473.91				
16-2-24	T44	T44T2	Celtis_tala	0.3	0.128	5	426.67				
16-2-24	T44	T44T3	Celtis_tala	0.24	0.117	5	487.50				
16-2-24	T44	T44T4	Celtis_tala	0.29	0.13	5	448.28				
16-2-24	T44	T44T5	Celtis_tala	0.52	0.22	5	423.08				
16-2-24	T46	T46T1	Celtis_tala	0.39	0.152	5	389.74				
16-2-24	T46	T46T2	Celtis_tala	0.3	0.112	5	373.33				
16-2-24	T46	T46T3	Celtis_tala	0.45	0.191	5	424.44				
16-2-24	T46	T46T4	Celtis_tala	0.65	0.26	5	400.00				
16-2-24	T46	T46T5	Celtis_tala	0.58	0.267	5	460.34				
16-2-24	T3	T3T1	Celtis_tala	0.41	0.197	5	480.49				
16-2-24	T3	T3T2	Celtis_tala	0.42	0.164	5	390.48				
16-2-24	T2	T2T1	Celtis_tala	0.54	0.181	5	335.19				
16-2-24	T3	T3T3	Celtis_tala	0.43	0.111	5	258.14				
16-2-24	T5	T5T1	Celtis_tala	0.69	0.264	5	382.61				
16-2-24	T5	T5T2	Celtis_tala	0.83	0.276	5	332.53				
16-2-24	T5	T5T3	Celtis_tala	0.35	0.132	5	377.14				
16-2-24	T5	T5T4	Celtis_tala	0.25	0.11	5	440.00				
16-2-24	T5	T5T5	Celtis_tala	0.41	0.147	5	358.54				
16-2-24	T5	T5S1	Sambucus_australis	0.7	0.168	5	240.00				
16-2-24	T6	T6T1	Celtis_tala	0.39	0.173	5	443.59				
16-2-24	T6	T6T2	Celtis_tala	0.43	0.118	5	274.42				
16-2-24	T6	T6T3	Celtis_tala	0.35	0.157	5	448.57				
16-2-24	L26	L26L1	Ligustrum_lucidum	2.11	0.638	4	302.37				
16-2-24	L26	L26L3	Ligustrum_lucidum	2.75	0.836	5	304.00				
16-2-24	L27	L27L1	Ligustrum_lucidum	1.74	0.414	5	237.93				
16-2-24	L27	L27L2	Ligustrum_lucidum	2.64	0.915	5	346.59				
16-2-24	L27	L27L3	Ligustrum_lucidum	3.04	0.985	5	324.01				
16-2-24	L27	L27L4	Ligustrum_lucidum	2.42	0.723	5	298.76				
16-2-24	L27	L27L5	Ligustrum_lucidum	3.98	1.397	5	351.01				
16-2-24	L28	L28L1	Ligustrum_lucidum	2.2	0.663	5	301.36				
16-2-24	L28	L28L2	Ligustrum_lucidum	2.01	0.58	5	288.56				
16-2-24	L28	L28L4	Ligustrum_lucidum	1.15	0.273	5	237.39				
16-2-24	L28	L28L5	Ligustrum_lucidum	2.51	0.7	5	278.88				
16-2-24	L29	L29L3	Ligustrum_lucidum	2.98	0.932	5	312.75				
16-2-24	L29	L29L4	Ligustrum_lucidum	1.76	0.533	5	302.84				
16-2-24	L29	L29L5	Ligustrum_lucidum	1.96	0.526	5	268.37				
3/3/2024	L15	L15OL1	Ulmus_populus	2.7	0.873	5	323.33				
3/3/2024	L15	L15OL3	Ulmus_populus	1.66	0.548	5	330.12				
3/3/2024	L15	L15F1	Fraxinus_sp	1.68	0.457	4	272.02				
3/3/2024	L15	L15L6	Ligustrum_lucidum	1.85	0.594	5	321.08				
3/3/2024	L15	L15L7	Ligustrum_lucidum	3.69	1.122	5	304.07				
3/3/2024	L11	L11L1	Ligustrum_lucidum	3.04	0.956	5	314.47				
3/3/2024	L11	L11L2	Ligustrum_lucidum	1.44	0.429	5	297.92				
3/3/2024	L11	L11L3	Ligustrum_lucidum	1.21	0.339	5	280.17				
3/3/2024	L11	L11L4	Ligustrum_lucidum	1.7	0.461	5	271.18				
3/3/2024	L39	L39AR1	Acer_sp	1.92	0.231	5	120.31				
3/3/2024	L39	L39L1	Ligustrum_lucidum	0.84	0.252	5	300.00				
3/3/2024	L39	L39L2	Ligustrum_lucidum	3.36	1.125	5	334.82				
3/3/2024	L39	L39L3	Ligustrum_lucidum	0.82	0.241	5	293.90				
3/3/2024	L39	L39L4	Ligustrum_lucidum	1.42	0.411	5	289.44				
3/3/2024	L39	L39L5	Ligustrum_lucidum	1.3	0.386	5	296.92				
3/3/2024	L38	L38L2	Ligustrum_lucidum	2.39	0.66	5	276.15				
3/3/2024	L38	L38L4	Ligustrum_lucidum	1.1	0.304	5	276.36				
3/3/2024	L38	L38L5	Ligustrum_lucidum	1.3	0.408	5	313.85				
3/3/2024	L37	L37ST1	Jodina_rhombifolia	1.94	0.705	5	363.40				
3/3/2024	L37	L37C1	Scutia_buxifolia	0.27	0.144	5	533.33				
3/3/2024	L37	L37L1	Ligustrum_lucidum	2.09	0.674	5	322.49				
3/3/2024	L37	L37L3	Ligustrum_lucidum	2.74	0.673	5	245.62				
3/3/2024	L37	L37L5	Ligustrum_lucidum	1.83	0.629	5	343.72				
3/3/2024	L36	L36L4	Ligustrum_lucidum	1.46	0.456	5	312.33				
3/3/2024	L36	L36L2	Ligustrum_lucidum	0.68	0.173	5	254.41				
3/3/2024	L36	L36L5	Ligustrum_lucidum	1.83	0.566	5	309.29				
3/3/2024	L35	L35L3	Ligustrum_lucidum	1.49	0.478	5	320.81				
3/3/2024	L35	L35L4	Ligustrum_lucidum	2.23	0.704	5	315.70				
3/3/2024	L35	L35L5	Ligustrum_lucidum	0.83	0.243	5	292.77				
3/8/2024	L20	L20L1	Ligustrum_lucidum	2.26	0.611	5	270.35				
3/8/2024	L20	L20L2	Ligustrum_lucidum	4.96	1.359	5	273.99				
3/8/2024	L20	L20L5	Ligustrum_lucidum	2.83	0.769	5	271.73				
3/8/2024	T24	T24TN1	Celtis_australis	2.21	1.511	5	683.71				
3/8/2024	T37	T37T1	Celtis_tala	0.24	0.132	5	550.00				
3/8/2024	T37	T37T2	Celtis_tala	0.32	0.145	5	453.13				
3/8/2024	T49	T49T1	Celtis_tala	0.43	0.202	5	469.77				
3/8/2024	T49	T49T2	Celtis_tala	0.48	0.129	5	268.75				
3/8/2024	T49	T49T3	Celtis_tala	0.44	0.179	5	406.82				
3/8/2024	T49	T49T4	Celtis_tala	0.36	0.17	5	472.22				
3/8/2024	T49	T49T5	Celtis_tala	0.39	0.19	5	487.18				
3/8/2024	T51	T51T1	Celtis_tala	0.53	0.243	5	458.49				
3/8/2024	T51	T51T2	Celtis_tala	0.36	0.165	5	458.33				
3/8/2024	T51	T51T3	Celtis_tala	0.55	0.179	5	325.45				
3/8/2024	T51	T51T4	Celtis_tala	0.52	0.181	5	348.08				
3/8/2024	T51	T51T5	Celtis_tala	0.59	0.164	5	277.97				
3/8/2024	T52	T52T1	Celtis_tala	0.47	0.132	5	280.85				
3/8/2024	T52	T52T2	Celtis_tala	0.31	0.115	5	370.97				
3/8/2024	T52	T52T3	Celtis_tala	0.55	0.184	5	334.55				
3/8/2024	T52	T52T4	Celtis_tala	0.5	0.14	5	280.00				
3/8/2024	T52	T52T5	Celtis_tala	0.25	0.087	5	348.00				
3/8/2024	T47	T47T1	Celtis_tala	0.51	0.238	5	466.67				
3/8/2024	T47	T47T2	Celtis_tala	0.38	0.18	5	473.68				
3/8/2024	T47	T47T3	Celtis_tala	0.47	0.206	5	438.30				
3/8/2024	T47	T47T4	Celtis_tala	0.59	0.262	5	444.07				
3/8/2024	T47	T47T5	Celtis_tala	0.38	0.171	5	450.00				
3/8/2024	T48	T48T1	Celtis_tala	0.49	0.126	5	257.14				
3/8/2024	T48	T48T2	Celtis_tala	0.34	0.103	5	302.94				
3/8/2024	T48	T48T3	Celtis_tala	0.37	0.117	5	316.22				
3/8/2024	T48	T48T4	Celtis_tala	0.41	0.21	5	512.20				
3/8/2024	T48	T48T5	Celtis_tala	0.53	0.154	5	290.57				
3/8/2024	T50	T50T1	Celtis_tala	0.35	0.2	5	571.43				
3/8/2024	T50	T50T2	Celtis_tala	0.42	0.153	5	364.29				
3/8/2024	T50	T50T3	Celtis_tala	0.44	0.141	5	320.45				
3/8/2024	T50	T50T4	Celtis_tala	0.42	0.194	5	461.90				
3/8/2024	T50	T50T5	Celtis_tala	0.51	0.208	5	407.84				
3/8/2024	T45	T45T1	Celtis_tala	0.24	0.097	4	404.17				
3/8/2024	T45	T45T2	Celtis_tala	0.43	0.2	5	465.12				
3/8/2024	T45	T45T3	Celtis_tala	0.56	0.185	5	330.36				
3/8/2024	T45	T45T4	Celtis_tala	0.4	0.173	5	432.50				
3/8/2024	T45	T45T5	Celtis_tala	0.81	0.229	5	282.72				
3/8/2024	T43	T43T1	Celtis_tala	0.46	0.23	5	500.00				
3/8/2024	T43	T43T2	Celtis_tala	0.19	0.068	5	357.89				
3/8/2024	T43	T43T3	Celtis_tala	0.2	0.072	5	360.00				
3/8/2024	T43	T43T5	Celtis_tala	0.31	0.108	5	348.39				
						3623					
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
