habitat	treeID	date	pointID	plant_species	wet_mass_g	dry_mass_g	N_leaves	dist_obs_m	slope_deg	height	observer	height_eyes_m
native	T22NA1	22-9-23	T22	NA1	NA	NA	NA	5.67	143	9.07	Facu	1.55
native	T22T1	12/12/2023	T22	Celtis_tala	0.26	0.085	5	3	146	6.1	Fede	1.65
native	T22T2	12/12/2023	T22	Celtis_tala	0.27	0.108	5	4.1	140	6.54	Fede	1.65
native	T23C1	22-9-23	T23	Scutia_buxifolia	0.14	0.084	5	2.57	142	4.84	Facu	1.55
native	T23C2	22-9-23	T23	Scutia_buxifolia	0.24	0.142	5	2.86	122	3.34	Facu	1.55
native	T23C3	22-9-23	T23	Scutia_buxifolia	0.14	0.078	5	3.13	123	3.58	Facu	1.55
native	T23C4	22-9-23	T23	Scutia_buxifolia	0.17	0.09	5	5.96	139	8.41	Facu	1.55
native	T23C5	22-9-23	T23	Scutia_buxifolia	0.23	0.144	5	2.44	127	3.39	Facu	1.55
native	T23T1	12/12/2023	T23	Celtis_tala	0.26	0.06	5	3.4	150	7.44	Facu	1.55
native	T23T2	12/12/2023	T23	Celtis_tala	0.24	0.052	5	2.7	156	7.61	Facu	1.55
native	T23T3	12/12/2023	T23	Celtis_tala	0.45	0.097	5	3.3	154	8.32	Facu	1.55
native	T23T4	12/12/2023	T23	Celtis_tala	0.22	0.093	5	3.37	137	5.16	Facu	1.55
native	T23T5	12/12/2023	T23	Celtis_tala	0.26	0.105	5	5.63	127	5.79	Facu	1.55
native	T24C1	22-9-23	T24	Scutia_buxifolia	0.16	0.065	5	5.78	132	6.75	Facu	1.55
native	T24C2	22-9-23	T24	Scutia_buxifolia	0.16	0.093	5	2.14	134	3.62	Facu	1.55
native	T24C3	22-9-23	T24	Scutia_buxifolia	0.14	0.084	5	2.07	125	3	Facu	1.55
native	T24C4	22-9-23	T24	Scutia_buxifolia	0.22	0.117	5	2.95	141	5.19	Facu	1.55
native	T24C5	22-9-23	T24	Scutia_buxifolia	0.25	0.125	5	4	139	6.15	Facu	1.55
native	T24M1	22-9-23	T24	Schinus_longifolius	0.23	0.106	5	NA	N	1.8	Facu	1.55
native	T24M2	22-9-23	T24	Schinus_longifolius	0.21	0.083	5	5.64	129	6.12	Facu	1.55
native	T24TN1	3/8/2024	T24	Celtis_australis	2.21	1.511	5	5.25	142	8.27	Facu	1.55
native	T24TN1	3/8/2024	T24	Celtis_australis	2.21	1.511	5	3.74	138	5.7	Facu	1.55
native	T24TN2	3/8/2024	T24	Celtis_australis	NA	NA	NA	7.28	137	9.36	Facu	1.55
native	T25C1	28-7-23	T25	Scutia_buxifolia	0.13	0.065	5	3.28	140	5.44	Agus	1.53
native	T25C2	28-7-23	T25	Scutia_buxifolia	0.36	0.2	5	3.95	127	4.51	Agus	1.53
native	T25C3	28-7-23	T25	Scutia_buxifolia	0.44	0.267	5	2.95	160	9.64	Agus	1.53
native	T25C4	31-8-23	T25	Scutia_buxifolia	0.31	0.197	5	4.25	129	4.99	Facu	1.55
native	T25C5	31-8-23	T25	Scutia_buxifolia	0.21	0.132	5	3.12	135	4.67	Facu	1.55
native	T25T1	14-12-23	T21	Celtis_tala	0.26	0.118	5	2	100	1.98	Fede	1.63
native	T26C1	28-7-23	T26	Scutia_buxifolia	0.49	0.252	5	1.78	130	3.02	Agus	1.53
native	T26C2	28-7-23	T26	Scutia_buxifolia	0.31	0.146	5	4.72	150	9.71	Agus	1.53
native	T26C3	28-7-23	T26	Scutia_buxifolia	0.21	0.116	5	7.2	135	8.73	Agus	1.53
native	T26C4	31-8-23	T26	Scutia_buxifolia	0.23	0.141	5	2.47	125	3.28	Facu	1.55
native	T26C5	31-8-23	T26	Scutia_buxifolia	0.29	0.173	5	NA	NA	2.1	Facu	1.55
native	T26T1	14-12-23	T26	Celtis_tala	0.4	0.133	5	6.1	144	10.03	Fede	1.63
native	T26T2	14-12-23	T26	Celtis_tala	0.21	0.093	5	2.76	134	4.3	Fede	1.63
native	T26T3	14-12-23	T26	Celtis_tala	0.28	0.103	5	4.9	123	4.81	Fede	1.63
native	T26T4	14-12-23	T26	Celtis_tala	0.2	0.084	5	3.3	135	4.93	Fede	1.63
native	T26T5	14-12-23	T26	Celtis_tala	0.25	0.086	5	3.5	141	5.95	Fede	1.63
native	T27C1	28-7-23	T27	Scutia_buxifolia	0.29	0.169	5	4.45	129	5.13	Agus	1.53
native	T27C2	28-7-23	T27	Scutia_buxifolia	0.32	0.176	5	5.08	120	4.46	Agus	1.53
native	T27C3	28-7-23	T27	Scutia_buxifolia	0.24	0.132	5	3.28	130	4.28	Agus	1.53
native	T27C4	31-8-23	T27	Scutia_buxifolia	0.28	0.183	5	3.33	125	3.88	Facu	1.55
native	T27C5	31-8-23	T27	Scutia_buxifolia	0.22	0.139	5	4.34	119	3.96	Facu	1.55
native	T27M1	28-7-23	T27	Schinus_longifolius	0.42	0.187	5	2.64	114	2.71	Agus	1.53
native	T27T1	14-12-23	T27	Celtis_tala	0.27	0.12	5	3	131	4.24	Fede	1.63
native	T27T2	14-12-23	T27	Celtis_tala	0.25	0.102	5	4.52	145	8.09	Fede	1.63
native	T27T3	14-12-23	T27	Celtis_tala	0.29	0.113	5	3.6	127	4.34	Fede	1.63
native	T28C1	28-7-23	T28	Scutia_buxifolia	0.52	0.266	5	7.52	147	13.11	Agus	1.53
native	T28C2	28-7-23	T28	Scutia_buxifolia	0.24	0.137	5	3.86	145	7.04	Agus	1.53
native	T28C3	28-7-23	T28	Scutia_buxifolia	0.27	0.122	5	8.1	122	6.59	Agus	1.53
native	T28C4	31-8-23	T28	Scutia_buxifolia	0.25	0.14	5	4.29	135	5.84	Facu	1.55
native	T28C5	31-8-23	T28	Scutia_buxifolia	0.47	0.284	5	4.4	132	5.51	Facu	1.55
native	T28T1	14-12-23	T28	Celtis_tala	0.24	0.084	5	3.38	154	8.56	Fede	1.63
native	T28T2	14-12-23	T28	Celtis_tala	0.38	0.138	5	4.72	129	5.45	Fede	1.63
native	T28T3	14-12-23	T28	Celtis_tala	0.39	0.133	5	4.84	140	7.4	Fede	1.63
native	T28T4	14-12-23	T28	Celtis_tala	0.4	0.145	5	4.15	132	5.37	Fede	1.63
native	T28T5	14-12-23	T28	Celtis_tala	0.36	0.125	5	4.9	132	6.04	Fede	1.63
native	T29C1	28-7-23	T29	Scutia_buxifolia	0.15	0.068	5	2.7	132	3.96	Agus	1.53
native	T29C2	28-7-23	T29	Scutia_buxifolia	NA	NA	NA	3.4	142	5.88	Agus	1.53
native	T29C3	28-7-23	T29	Scutia_buxifolia	0.26	0.14	5	2.85	145	5.6	Agus	1.53
native	T29C4	31-8-23	T29	Scutia_buxifolia	0.38	0.204	5	5.12	134	6.49	Facu	1.55
native	T29C5	31-8-23	T29	Scutia_buxifolia	0.36	0.191	5	3.63	140	5.88	Facu	1.55
native	T29T1	14-12-23	T29	Celtis_tala	0.47	0.19	5	2.2	135	3.83	Fede	1.63
native	T29T2	14-12-23	T29	Celtis_tala	0.33	0.143	5	4.78	129	5.5	Fede	1.63
native	T29T3	14-12-23	T29	Celtis_tala	0.31	0.132	5	4.12	137	6.05	Fede	1.63
native	T29T4	14-12-23	T29	Celtis_tala	0.41	0.167	5	1.8	129	3.09	Fede	1.63
native	T29T5	14-12-23	T29	Celtis_tala	0.31	0.102	5	4.32	141	6.96	Fede	1.63
native	T2C1	25-7-23	T2	Scutia_buxifolia	NA	NA	NA	5.92	129	6.42	Fede	1.63
native	T2C2	25-7-23	T2	Scutia_buxifolia	0.22	0.12	5	5.15	141	7.99	Fede	1.63
native	T2C4	11/9/2023	T2	Scutia_buxifolia	0.19	0.125	5	6.16	132	7.1	Facu	1.55
native	T2C5	11/9/2023	T2	Scutia_buxifolia	0.19	0.108	5	5.63	135	7.18	Facu	1.55
native	T2M1	25-7-23	T2	Scutia_buxifolia	0.17	0.071	5	7.6	134	8.97	Fede	1.63
native	T2M2	25-7-23	T2	Scutia_buxifolia	0.16	0.076	5	3.2	142	5.73	Fede	1.63
native	T2ST1	25-7-23	T2	Jodina_rhombifolia	0.56	0.218	5	3.5	132	4.78	Fede	1.63
native	T2ST2	25-7-23	T2	Jodina_rhombifolia	1.34	0.541	5	2.5	133	3.96	Fede	1.63
native	T2ST3	25-7-23	T2	Jodina_rhombifolia	0.87	0.336	5	6	136	7.84	Fede	1.63
native	T2T1	16-2-24	T2	Celtis_tala	0.54	0.181	5	6.37	138	8.62	Facu	1.55
native	T30C1	28-7-23	T30	Scutia_buxifolia	0.47	0.231	5	2.08	152	5.44	Agus	1.53
native	T30C2	28-7-23	T30	Scutia_buxifolia	0.22	0.095	5	2.83	149	6.24	Agus	1.53
native	T30C3	28-7-23	T30	Scutia_buxifolia	0.25	0.113	5	2.78	142	5.09	Agus	1.53
native	T30C4	31-8-23	T30	Scutia_buxifolia	0.33	0.163	5	5.05	129	5.64	Facu	1.55
native	T30C5	31-8-23	T30	Scutia_buxifolia	0.34	0.168	5	3.96	135	5.51	Facu	1.55
native	T30T1	14-12-23	T30	Celtis_tala	0.5	0.19	5	4.29	143	7.32	Fede	1.63
native	T30T2	14-12-23	T30	Celtis_tala	0.35	0.133	5	3.94	133	5.3	Fede	1.63
native	T30T3	14-12-23	T30	Celtis_tala	0.56	0.236	5	3.85	137	5.76	Fede	1.63
native	T30T4	14-12-23	T30	Celtis_tala	0.26	0.096	5	4.55	117	3.95	Fede	1.63
native	T30T5	14-12-23	T30	Celtis_tala	0.37	0.144	5	2.6	145	5.34	Fede	1.63
native	T31C1	28-7-23	T31	Scutia_buxifolia	0.28	0.134	5	4.62	140	7.04	Agus	1.53
native	T31C2	28-7-23	T31	Scutia_buxifolia	0.17	0.087	5	1.57	145	3.77	Agus	1.53
native	T31C3	28-7-23	T31	Scutia_buxifolia	0.15	0.083	5	6.7	141	9.8	Agus	1.53
native	T31C4	31-8-23	T31	Scutia_buxifolia	0.17	0.095	5	3.57	130	4.55	Facu	1.55
native	T31C5	31-8-23	T31	Scutia_buxifolia	NA	NA	NA	5.07	136	6.8	Facu	1.55
native	T31T1	14-12-23	T31	Celtis_tala	0.32	0.133	5	3.86	147	7.57	Fede	1.63
native	T31T2	14-12-23	T31	Celtis_tala	0.17	0.059	5	3.04	136	4.78	Fede	1.63
native	T31T3	14-12-23	T31	Celtis_tala	0.28	0.117	5	3.63	135	5.26	Fede	1.63
native	T31T4	14-12-23	T31	Celtis_tala	0.26	0.113	5	3.3	131	4.5	Fede	1.63
native	T31T5	14-12-23	T31	Celtis_tala	0.43	0.196	5	3.77	130	4.79	Fede	1.63
native	T32C1	28-7-23	T32	Scutia_buxifolia	0.26	0.126	5	5.45	146	9.61	Agus	1.53
native	T32C2	28-7-23	T32	Scutia_buxifolia	0.15	0.069	5	2.85	139	4.81	Agus	1.53
native	T32M1	28-7-23	T32	Schinus_longifolius	0.19	0.071	5	2.93	118	3.09	Agus	1.53
native	T32T1	20-12-23	T32	Celtis_tala	0.285	0.096	5	4.77	127	5.22	Fede	1.63
native	T32T2	20-12-23	T32	Celtis_tala	0.236	0.104	5	3.88	142	6.6	Fede	1.63
native	T32T3	20-12-23	T32	Celtis_tala	0.193	0.071	5	3.27	146	6.48	Fede	1.63
native	T32T4	20-12-23	T32	Celtis_tala	2.37	0.117	5	4.46	143	7.55	Fede	1.63
native	T32T5	20-12-23	T32	Celtis_tala	0.252	0.103	5	4.97	136	6.78	Fede	1.63
native	T33C1	31-8-23	T33	Scutia_buxifolia	0.2	0.096	5	3.6	127	4.26	Facu	1.55
native	T33C2	31-8-23	T33	Scutia_buxifolia	0.28	0.149	5	4.2	134	5.61	Facu	1.55
native	T33C3	31-8-23	T33	Scutia_buxifolia	0.27	0.147	5	3.78	128	4.5	Facu	1.55
native	T33C4	31-8-23	T33	Scutia_buxifolia	0.18	0.092	5	4.48	139	6.7	Facu	1.55
native	T33C5	31-8-23	T33	Scutia_buxifolia	0.32	0.162	5	3.44	138	5.37	Facu	1.55
native	T33C5	31-8-23	T33	Scutia_buxifolia	0.2	0.114	5	3.44	138	5.37	Facu	1.55
native	T33T1	20-12-23	T33	Celtis_tala	0.359	0.182	5	6.18	129	6.63	Fede	1.63
native	T33T2	20-12-23	T33	Celtis_tala	0.237	0.125	5	5.96	128	6.29	Fede	1.63
native	T33T3	20-12-23	T33	Celtis_tala	0.329	0.13	5	5.34	132	6.44	Fede	1.63
native	T33T4	20-12-23	T33	Celtis_tala	0.309	0.129	5	8.53	131	9.05	Fede	1.63
native	T33T5	20-12-23	T33	Celtis_tala	0.173	0.072	5	3.51	135	5.14	Fede	1.63
native	T34C1	28-7-23	T34	Scutia_buxifolia	0.44	0.256	5	6.75	135	8.28	Agus	1.53
native	T34C2	28-7-23	T34	Scutia_buxifolia	0.18	0.094	5	4.49	136	6.18	Agus	1.53
native	T34T1	20-12-23	T34	Celtis_tala	0.245	0.114	5	2.31	132	3.71	Fede	1.63
native	T34T2	20-12-23	T34	Celtis_tala	0.22	0.108	5	3.38	147	6.83	Fede	1.63
native	T34T3	20-12-23	T34	Celtis_tala	0.242	0.123	5	5.56	131	6.46	Fede	1.63
native	T34T4	20-12-23	T34	Celtis_tala	0.201	0.095	5	6.15	136	8	Fede	1.63
native	T34T5	20-12-23	T34	Celtis_tala	0.232	0.107	5	5.17	142	8.25	Fede	1.63
native	T35C1	28-7-23	T35	Scutia_buxifolia	NA	NA	NA	3.85	135	5.38	Agus	1.53
native	T35C2	28-7-23	T35	Scutia_buxifolia	0.28	0.158	5	2.63	123	3.24	Agus	1.53
native	T35C3	28-7-23	T35	Scutia_buxifolia	NA	NA	NA	6.34	121	5.34	Agus	1.53
native	T35C4	31-8-23	T35	Scutia_buxifolia	0.26	0.126	4	6.77	131	7.44	Facu	1.55
native	T35M1	28-7-23	T35	Schinus_longifolius	0.32	0.144	5	3.45	141	5.79	Agus	1.53
native	T35T1	20-12-23	T35	Celtis_tala	0.177	0.094	5	2.94	127	3.85	Fede	1.63
native	T35T2	20-12-23	T35	Celtis_tala	0.239	0.136	5	4.48	143	7.58	Fede	1.63
native	T35T3	20-12-23	T35	Celtis_tala	0.272	0.114	5	4.46	145	8	Fede	1.63
native	T35T4	20-12-23	T35	Celtis_tala	0.303	0.163	5	6.14	134	7.56	Fede	1.63
native	T36C1	31-8-23	T36	Scutia_buxifolia	0.21	0.113	5	5.87	127	5.97	Facu	1.55
native	T36C2	31-8-23	T36	Scutia_buxifolia	0.31	0.173	5	3.43	130	4.43	Facu	1.55
native	T36C3	31-8-23	T36	Scutia_buxifolia	0.18	0.11	5	3.03	140	5.16	Facu	1.55
native	T36C4	31-8-23	T36	Scutia_buxifolia	0.37	0.1	5	2.55	128	3.54	Facu	1.55
native	T36C5	31-8-23	T36	Scutia_buxifolia	0.11	0.063	5	3.83	131	4.88	Facu	1.55
native	T36M1	31-8-23	T36	Schinus_longifolius	0.37	0.169	5	3.61	133	4.92	Facu	1.55
native	T37C1	31-8-23	T37	Scutia_buxifolia	0.14	0.073	5	3.25	138	5.16	Facu	1.55
native	T37C2	31-8-23	T37	Scutia_buxifolia	0.19	0.099	5	4.73	140	7.19	Facu	1.55
native	T37C3	31-8-23	T37	Scutia_buxifolia	0.19	0.098	5	2.94	143	5.45	Facu	1.55
native	T37C4	31-8-23	T37	Scutia_buxifolia	0.28	0.17	5	5.6	130	6.25	Facu	1.55
native	T37C5	31-8-23	T37	Scutia_buxifolia	0.19	0.099	5	2.26	120	2.85	Facu	1.55
native	T37ST1	31-8-23	T37	Jodina_rhombifolia	1.31	0.71	5	2.47	132	3.77	Facu	1.55
native	T37ST2	31-8-23	T37	Jodina_rhombifolia	1.65	0.921	5	2.01	131	3.3	Facu	1.55
native	T37ST3	31-8-23	T37	Jodina_rhombifolia	1.96	0.985	5	3.49	138	5.43	Facu	1.55
native	T37T1	3/8/2024	T37	Celtis_tala	0.24	0.132	5	6.65	148	12.19	Facu	1.55
native	T37T2	3/8/2024	T37	Celtis_tala	0.32	0.145	5	5.7	126	5.69	Facu	1.55
native	T38C1	28-7-23	T38	Scutia_buxifolia	0.36	0.201	5	2.2	120	2.82	Facu	1.55
native	T38T1	16-2-24	T38	Celtis_tala	0.16	0.066	5	3.81	140	6.09	Facu	1.55
native	T38T2	16-2-24	T38	Celtis_tala	0.33	0.173	5	4.37	147	8.28	Facu	1.55
native	T38T3	16-2-24	T38	Celtis_tala	0.32	0.133	5	4.5	133	5.75	Facu	1.55
native	T38T4	16-2-24	T38	Celtis_tala	0.49	0.21	5	4.83	144	8.2	Facu	1.55
native	T38T5	16-2-24	T38	Celtis_tala	0.22	0.09	5	6.88	142	10.36	Facu	1.55
native	T39C1	28-7-23	T39	Scutia_buxifolia	0.17	0.1	5	2.57	132	3.86	Facu	1.55
native	T39C2	28-7-23	T39	Scutia_buxifolia	0.16	0.084	5	3.86	119	3.69	Facu	1.55
native	T39C3	28-7-23	T39	Scutia_buxifolia	0.11	0.055	5	3.9	133	5.19	Facu	1.55
native	T39C4	28-7-23	T39	Scutia_buxifolia	0.26	0.132	5	3.28	130	4.3	Facu	1.55
native	T39C5	28-7-23	T39	Scutia_buxifolia	0.35	0.205	5	2.78	116	2.91	Facu	1.55
native	T39T1	16-2-24	T39	Celtis_tala	0.23	0.123	5	4	146	7.48	Facu	1.55
native	T39T2	16-2-24	T39	Celtis_tala	0.27	0.115	5	3.24	150	7.16	Facu	1.55
native	T39T3	16-2-24	T39	Celtis_tala	0.22	0.102	5	3.74	139	5.85	Facu	1.55
native	T39T4	16-2-24	T39	Celtis_tala	0.13	0.082	5	4.58	149	9.17	Facu	1.55
native	T39T5	16-2-24	T39	Celtis_tala	0.33	0.137	5	5.72	150	11.46	Facu	1.55
native	T3C1	11/9/2023	T3	Scutia_buxifolia	0.31	0.143	5	5.68	135	7.23	Facu	1.55
native	T3C2	11/9/2023	T3	Scutia_buxifolia	0.15	0.06	5	4.64	135	6.19	Facu	1.55
native	T3C3	11/9/2023	T3	Scutia_buxifolia	0.21	0.103	5	3.97	132	5.12	Facu	1.55
native	T3C4	11/9/2023	T3	Scutia_buxifolia	0.24	0.128	5	4.8	139	7.07	Facu	1.55
native	T3C5	11/9/2023	T3	Scutia_buxifolia	0.19	0.112	5	3.87	134	5.29	Facu	1.55
native	T3ST1	11/9/2023	T3	Jodina_rhombifolia	0.67	0.278	5	3.5	136	5.17	Facu	1.55
native	T3ST2	11/9/2023	T3	Jodina_rhombifolia	1.84	0.84	5	4.14	132	5.28	Facu	1.55
native	T3T1	16-2-24	T3	Celtis_tala	0.41	0.197	5	4.77	135	6.32	Facu	1.55
native	T3T2	16-2-24	T3	Celtis_tala	0.42	0.164	5	4.89	148	9.38	Facu	1.55
native	T40C1	14-7-23	T40	Scutia_buxifolia	0.32	0.171	5	4.83	130	5.51	Isa	1.455
native	T40C2	14-7-23	T40	Scutia_buxifolia	0.28	0.163	5	3.58	125	3.96	Isa	1.455
native	T40C3	14-7-23	T40	Scutia_buxifolia	0.24	0.148	5	3.13	140	5.19	Isa	1.455
native	T40C4	14-7-23	T40	Scutia_buxifolia	0.29	0.151	5	NA	NA	1.47	Isa	1.455
native	T40C5	14-7-23	T40	Scutia_buxifolia	0.32	0.191	5	4.75	143	7.76	Isa	1.455
native	T40T1	16-2-24	T40	Celtis_tala	0.3	0.151	5	4.02	140	6.34	Facu	1.55
native	T40T2	16-2-24	T40	Celtis_tala	0.17	0.104	5	3.42	139	5.48	Facu	1.55
native	T40T3	16-2-24	T40	Celtis_tala	0.27	0.12	5	3.97	154	9.69	Facu	1.55
native	T40T4	16-2-24	T40	Celtis_tala	0.42	0.218	5	4.34	141	6.91	Facu	1.55
native	T41ST3	14-7-23	T41	Jodina_rhombifolia	0.89	0.4	5	6.2	110	3.71	Isa	1.455
native	T41C1	14-7-23	T41	Scutia_buxifolia	0.19	0.084	5	6.26	135	7.72	Isa	1.455
native	T41C2	14-7-23	T41	Scutia_buxifolia	0.21	0.119	5	7.2	125	6.5	Isa	1.455
native	T41C3	14-7-23	T41	Scutia_buxifolia	0.16	0.087	5	5.48	115	4.01	Isa	1.455
native	T41C4	14-7-23	T41	Scutia_buxifolia	0.31	0.171	5	3.14	110	2.6	Isa	1.455
native	T41C5	14-7-23	T41	Scutia_buxifolia	0.24	0.144	5	5.85	148	10.82	Isa	1.455
native	T41M1	14-7-23	T41	Schinus_longifolius	0.33	0.144	5	7.1	130	7.41	Isa	1.455
native	T41O1	16-2-24	T41	Phytolacca_dioica	3.21	0.645	5	4.23	128	4.85	Facu	1.55
native	T41ST1	14-7-23	T41	Jodina_rhombifolia	NA	NA	NA	7.08	120	5.54	Isa	1.455
native	T41ST2	14-7-23	T41	Jodina_rhombifolia	1.05	0.458	5	8.4	130	8.5	Isa	1.455
native	T41T1	16-2-24	T41	Celtis_tala	0.31	0.122	5	5.19	132	6.22	Facu	1.55
native	T41T2	16-2-24	T41	Celtis_tala	0.17	0.072	5	5.4	137	7.34	Facu	1.55
native	T41T3	16-2-24	T41	Celtis_tala	0.3	0.088	5	5.46	140	8.06	Facu	1.55
native	T41T4	16-2-24	T41	Celtis_tala	0.35	0.188	5	3.81	156	10.11	Facu	1.55
native	T41T5	16-2-24	T41	Celtis_tala	0.14	0.055	5	5.52	130	6.18	Facu	1.55
native	T42C1	28-7-23	T42	Scutia_buxifolia	0.19	0.106	5	2.35	120	2.91	Facu	1.55
native	T42C2	28-7-23	T42	Scutia_buxifolia	0.27	0.154	5	3.6	127	4.26	Facu	1.55
native	T42C3	28-7-23	T42	Scutia_buxifolia	0.14	0.078	5	3.3	131	4.42	Facu	1.55
native	T42C4	28-7-23	T42	Scutia_buxifolia	0.27	0.15	5	3	126	3.73	Facu	1.55
native	T42C5	28-7-23	T42	Scutia_buxifolia	0.48	0.269	5	3.58	139	5.67	Facu	1.55
native	T42T1	16-2-24	T42	Celtis_tala	0.17	0.101	5	3.5	140	5.72	Facu	1.55
native	T42T2	16-2-24	T42	Celtis_tala	0.23	0.107	5	3.85	152	8.79	Facu	1.55
native	T42T3	16-2-24	T42	Celtis_tala	0.38	0.112	5	3.72	155	9.53	Facu	1.55
native	T43C1	20-7-23	T43	Scutia_buxifolia	0.23	0.12	5	7.39	139	10.05	Facu	1.55
native	T43C2	20-7-23	T43	Scutia_buxifolia	NA	NA	NA	1.9	140	3.81	Facu	1.55
native	T43C3	20-7-23	T43	Scutia_buxifolia	0.17	0.084	5	4.17	141	6.7	Facu	1.55
native	T43C4	20-7-23	T43	Scutia_buxifolia	NA	NA	NA	2.29	146	4.95	Facu	1.55
native	T43CU1	20-7-23	T43	Sapium_haematospermum	0.88	0.33	5	4.94	141	7.65	Facu	1.55
native	T43M1	20-7-23	T43	Schinus_longifolius	0.46	0.196	5	3.24	146	6.35	Facu	1.55
native	T43ST1	20-7-23	T43	Jodina_rhombifolia	1.26	0.573	5	NA	NA	1.85	Facu	1.55
native	T43ST2	20-7-23	T43	Jodina_rhombifolia	1.48	0.624	5	1.49	137	3.15	Facu	1.55
native	T43T1	3/8/2024	T43	Celtis_tala	0.46	0.23	5	3.95	130	4.86	Facu	1.55
native	T43T2	3/8/2024	T43	Celtis_tala	0.19	0.068	5	3.79	142	6.4	Facu	1.55
native	T43T3	3/8/2024	T43	Celtis_tala	0.2	0.072	5	4.68	143	7.76	Facu	1.55
native	T43T4	3/8/2024	T43	Celtis_tala	NA	NA	NA	3.9	140	6.2	Facu	1.55
native	T43T5	3/8/2024	T43	Celtis_tala	0.31	0.108	5	3.04	139	5.05	Facu	1.55
native	T44C1	20-7-23	T44	Scutia_buxifolia	0.17	0.085	5	0.73	130	2.16	Facu	1.55
native	T44C2	20-7-23	T44	Scutia_buxifolia	0.23	0.125	5	2.83	134	4.28	Facu	1.55
native	T44C3	20-7-23	T44	Scutia_buxifolia	0.25	0.131	5	4.81	140	7.28	Facu	1.55
native	T44C4	20-7-23	T44	Scutia_buxifolia	0.22	0.113	5	2.88	132	4.14	Facu	1.55
native	T44C5	20-7-23	T44	Scutia_buxifolia	0.07	0.035	3	0.96	131	2.38	Facu	1.55
native	T44ST1	20-7-23	T44	Jodina_rhombifolia	1.51	0.777	5	1.14	126	2.38	Facu	1.55
native	T44T1	16-2-24	T44	Celtis_tala	0.23	0.109	5	3.79	136	5.47	Facu	1.55
native	T44T2	16-2-24	T44	Celtis_tala	0.3	0.128	5	4.13	152	9.32	Facu	1.55
native	T44T3	16-2-24	T44	Celtis_tala	0.24	0.117	5	4.11	145	7.42	Facu	1.55
native	T44T4	16-2-24	T44	Celtis_tala	0.29	0.13	5	5.08	145	8.8	Facu	1.55
native	T44T5	16-2-24	T44	Celtis_tala	0.52	0.22	5	5	153	11.36	Facu	1.55
native	T45C1	28-7-23	T45	Scutia_buxifolia	0.3	0.168	5	NA	NA	4	Facu	1.55
native	T45C2	28-7-23	T45	Scutia_buxifolia	0.14	0.073	5	NA	NA	4.5	Facu	1.55
native	T45T1	3/8/2024	T45	Celtis_tala	0.24	0.097	4	4.3	143	7.26	Facu	1.55
native	T45T2	3/8/2024	T45	Celtis_tala	0.43	0.2	5	5.13	151	10.8	Facu	1.55
native	T45T3	3/8/2024	T45	Celtis_tala	0.56	0.185	5	4.24	155	10.64	Facu	1.55
native	T45T4	3/8/2024	T45	Celtis_tala	0.4	0.173	5	4.38	146	8.04	Facu	1.55
native	T45T5	3/8/2024	T45	Celtis_tala	0.81	0.229	5	4.46	142	7.26	Facu	1.55
native	T46C1	28-7-23	T46	Scutia_buxifolia	0.24	0.138	5	2.82	110	2.58	Facu	1.55
native	T46ST1	28-7-23	T46	Jodina_rhombifolia	2.62	1.211	5	1.66	104	1.94	Agus	1.53
native	T46ST2	28-7-23	T46	Jodina_rhombifolia	0.84	0.45	5	4.04	128	4.71	Facu	1.55
native	T46ST3	28-7-23	T46	Jodina_rhombifolia	0.76	0.326	5	1.83	109	2.18	Facu	1.55
native	T46T1	16-2-24	T46	Celtis_tala	0.39	0.152	5	5.15	138	7.27	Facu	1.55
native	T46T2	16-2-24	T46	Celtis_tala	0.3	0.112	5	4.17	124	4.36	Facu	1.55
native	T46T3	16-2-24	T46	Celtis_tala	0.45	0.191	5	3.86	136	5.55	Facu	1.55
native	T46T4	16-2-24	T46	Celtis_tala	0.65	0.26	5	3.57	145	6.65	Facu	1.55
native	T46T5	16-2-24	T46	Celtis_tala	0.58	0.267	5	2.77	137	4.52	Facu	1.55
native	T47C1	31-8-23	T47	Scutia_buxifolia	0.25	0.149	5	5.32	125	5.28	Facu	1.55
native	T47T1	3/8/2024	T47	Celtis_tala	0.51	0.238	5	3.93	130	4.85	Facu	1.55
native	T47T2	3/8/2024	T47	Celtis_tala	0.38	0.18	5	2.87	135	4.42	Facu	1.55
native	T47T3	3/8/2024	T47	Celtis_tala	0.47	0.206	5	2.34	133	3.73	Facu	1.55
native	T47T4	3/8/2024	T47	Celtis_tala	0.59	0.262	5	2.22	120	2.83	Facu	1.55
native	T47T5	3/8/2024	T47	Celtis_tala	0.38	0.171	5	3.8	144	6.78	Facu	1.55
native	T48C1	14-7-23	T48	Scutia_buxifolia	0.3	0.156	5	NA	NA	4.7	Facu	1.55
native	T48C1	31-8-23	T48	Scutia_buxifolia	0.21	0.127	5	NA	NA	4.7	Facu	1.55
native	T48C2	14-7-23	T48	Scutia_buxifolia	0.44	0.236	5	2.63	136	4.27	Facu	1.55
native	T48C3	14-7-23	T48	Scutia_buxifolia	0.29	0.146	5	4.6	146	8.37	Facu	1.55
native	T48ST1	14-7-23	T48	Jodina_rhombifolia	1.43	0.682	5	3	125	3.65	Facu	1.55
native	T48ST2	14-7-23	T48	Jodina_rhombifolia	1.23	0.562	5	4.48	140	6.89	Facu	1.55
