habitat	treeID	date	pointID	plant_species	wet_mass_g	dry_mass_g	N_leaves	dist_obs_m	slope_deg	height	observer	height_eyes_m
native	T48T1	3/8/2024	T48	Celtis_tala	0.49	0.126	5	6.51	138	8.78	Facu	1.55
native	T48T2	3/8/2024	T48	Celtis_tala	0.34	0.103	5	5.4	134	6.76	Facu	1.55
native	T48T3	3/8/2024	T48	Celtis_tala	0.37	0.117	5	4.28	145	7.66	Facu	1.55
native	T48T4	3/8/2024	T48	Celtis_tala	0.41	0.21	5	5.48	147	9.99	Facu	1.55
native	T48T5	3/8/2024	T48	Celtis_tala	0.53	0.154	5	5.48	152	11.86	Facu	1.55
native	T49C1	31-8-23	T49	Scutia_buxifolia	0.17	0.089	5	3.2	125	3.79	Facu	1.55
native	T49C2	31-8-23	T49	Scutia_buxifolia	0.33	0.168	5	2.65	135	4.2	Facu	1.55
native	T49C3	31-8-23	T49	Scutia_buxifolia	0.23	0.122	5	NA	N	2	Facu	1.55
native	T49C4	31-8-23	T49	Scutia_buxifolia	0.38	0.196	5	2.34	122	3.01	Facu	1.55
native	T49C5	31-8-23	T49	Scutia_buxifolia	0.24	0.141	5	1.7	130	2.98	Facu	1.55
native	T49M1	31-8-23	T49	Schinus_longifolius	0.26	0.147	5	1.47	122	2.47	Facu	1.55
native	T49M2	31-8-23	T49	Schinus_longifolius	0.19	0.097	4	1.7	124	2.7	Facu	1.55
native	T49ST1	31-8-23	T49	Jodina_rhombifolia	1.32	0.747	5	1.95	118	2.59	Facu	1.55
native	T49ST2	31-8-23	T49	Jodina_rhombifolia	0.6	0.265	5	NA	N	1.7	Facu	1.55
native	T49ST3	31-8-23	T49	Jodina_rhombifolia	0.85	0.568	5	2.73	129	3.76	Facu	1.55
native	T49T1	3/8/2024	T49	Celtis_tala	0.43	0.202	5	5.1	128	5.53	Facu	1.55
native	T49T2	3/8/2024	T49	Celtis_tala	0.48	0.129	5	5.1	135	6.65	Facu	1.55
native	T49T3	3/8/2024	T49	Celtis_tala	0.44	0.179	5	3.4	129	4.3	Facu	1.55
native	T49T4	3/8/2024	T49	Celtis_tala	0.36	0.17	5	4.07	140	6.4	Facu	1.55
native	T49T5	3/8/2024	T49	Celtis_tala	0.39	0.19	5	4.5	142	7.31	Facu	1.55
native	T4C1	11/9/2023	T4	Scutia_buxifolia	0.15	0.079	5	3.2	116	3.11	Facu	1.55
native	T4C2	11/9/2023	T4	Scutia_buxifolia	0.2	0.129	5	3.95	118	3.65	Facu	1.55
native	T4C3	11/9/2023	T4	Scutia_buxifolia	0.12	0.079	5	4.27	120	4.02	Facu	1.55
native	T4M1	11/9/2023	T4	Schinus_longifolius	0.13	0.07	5	4.4	128	4.99	Facu	1.55
native	T4M2	11/9/2023	T4	Schinus_longifolius	0.13	0.077	5	3.09	129	4.05	Facu	1.55
native	T50C1	31-8-23	T50	Scutia_buxifolia	0.22	0.129	5	4.57	145	8.08	Facu	1.55
native	T50C1	14-7-23	T50	Scutia_buxifolia	0.34	0.182	5	4.57	145	8.08	Facu	1.55
native	T50T1	3/8/2024	T50	Celtis_tala	0.35	0.2	5	3.87	132	5.03	Facu	1.55
native	T50T2	3/8/2024	T50	Celtis_tala	0.42	0.153	5	3.62	132	4.81	Facu	1.55
native	T50T3	3/8/2024	T50	Celtis_tala	0.44	0.141	5	3.62	131	4.7	Facu	1.55
native	T50T4	3/8/2024	T50	Celtis_tala	0.42	0.194	5	5.48	142	8.56	Facu	1.55
native	T50T5	3/8/2024	T50	Celtis_tala	0.51	0.208	5	5.48	125	5.39	Facu	1.55
native	T51T1	3/8/2024	T51	Celtis_tala	0.53	0.243	5	6.1	147	10.94	Facu	1.55
native	T51T2	3/8/2024	T51	Celtis_tala	0.36	0.165	5	6.46	141	9.53	Facu	1.55
native	T51T3	3/8/2024	T51	Celtis_tala	0.55	0.179	5	5.61	142	8.73	Facu	1.55
native	T51T4	3/8/2024	T51	Celtis_tala	0.52	0.181	5	6.1	137	8.09	Facu	1.55
native	T51T5	3/8/2024	T51	Celtis_tala	0.59	0.164	5	3.9	135	5.45	Facu	1.55
native	T52C1	31-8-23	T52	Scutia_buxifolia	0.3	0.155	5	5.32	135	6.87	Facu	1.55
native	T52C2	31-8-23	T52	Scutia_buxifolia	0.28	0.16	5	3.08	124	3.63	Facu	1.55
native	T52C3	31-8-23	T52	Scutia_buxifolia	0.17	0.095	5	3.63	125	4.09	Facu	1.55
native	T52C4	31-8-23	T52	Scutia_buxifolia	0.19	0.102	5	3.78	131	4.84	Facu	1.55
native	T52C5	31-8-23	T52	Scutia_buxifolia	0.27	0.152	5	4.17	128	4.81	Facu	1.55
native	T52T1	3/8/2024	T52	Celtis_tala	0.47	0.132	5	6.18	141	9.18	Facu	1.55
native	T52T2	3/8/2024	T52	Celtis_tala	0.31	0.115	5	5.2	140	7.75	Facu	1.55
native	T52T3	3/8/2024	T52	Celtis_tala	0.55	0.184	5	3.67	137	5.49	Facu	1.55
native	T52T4	3/8/2024	T52	Celtis_tala	0.5	0.14	5	4.93	143	8.09	Facu	1.55
native	T52T5	3/8/2024	T52	Celtis_tala	0.25	0.087	5	3.59	136	5.27	Facu	1.55
native	T5C1	11/9/2023	T5	Scutia_buxifolia	0.21	0.113	5	5.83	135	7.38	Facu	1.55
native	T5C2	11/9/2023	T5	Scutia_buxifolia	0.41	0.188	5	6.15	133	7.28	Facu	1.55
native	T5C3	11/9/2023	T5	Scutia_buxifolia	0.39	0.194	5	5.9	139	8.34	Facu	1.55
native	T5C4	11/9/2023	T5	Scutia_buxifolia	0.16	0.094	5	6.3	135	7.85	Facu	1.55
native	T5C5	11/9/2023	T5	Scutia_buxifolia	0.35	0.174	5	5.56	130	6.22	Facu	1.55
native	T5S1	11/9/2023	T5	Sambucus_australis	0.7	0.168	5	3.58	140	5.82	Facu	1.55
native	T5ST1	11/9/2023	T5	Jodina_rhombifolia	0.93	0.384	5	2.83	130	3.92	Facu	1.55
native	T5ST1	11/9/2023	T5	Jodina_rhombifolia	0.93	0.384	5	2.83	130	3.92	Facu	1.55
native	T5ST2	11/9/2023	T5	Jodina_rhombifolia	0.56	0.263	5	3.89	135	5.44	Facu	1.55
native	T5ST3	11/9/2023	T5	Jodina_rhombifolia	1.42	0.384	5	3.89	130	4.81	Facu	1.55
native	T5T1	16-2-24	T5	Celtis_tala	0.69	0.264	5	5.18	149	10.17	Facu	1.55
native	T5T2	16-2-24	T5	Celtis_tala	0.83	0.276	5	4.94	141	7.65	Facu	1.55
native	T5T3	16-2-24	T5	Celtis_tala	0.35	0.132	5	6.56	134	7.88	Facu	1.55
native	T5T4	16-2-24	T5	Celtis_tala	0.25	0.11	5	4.06	134	5.47	Facu	1.55
native	T5T5	16-2-24	T5	Celtis_tala	0.41	0.147	5	4.92	134	6.3	Facu	1.55
native	T6C1	25-7-23	T6	Scutia_buxifolia	0.28	0.132	5	2.31	130	3.47	Agus	1.53
native	T6C2	25-7-23	T6	Scutia_buxifolia	0.25	0.138	5	2.87	147	5.95	Agus	1.53
native	T6C3	25-7-23	T6	Scutia_buxifolia	0.42	0.161	5	4.28	148	8.38	Agus	1.53
native	T6C4	11/9/2023	T6	Scutia_buxifolia	0.25	0.132	5	7.57	132	8.37	Facu	1.55
native	T6C5	11/9/2023	T6	Scutia_buxifolia	0.32	0.189	5	5.61	132	6.6	Facu	1.55
native	T6ST1	25-7-23	T6	Jodina_rhombifolia	1.37	0.556	5	3.2	140	5.34	Agus	1.53
native	T6T1	16-2-24	T6	Celtis_tala	0.39	0.173	5	3.55	128	4.32	Facu	1.55
native	T6T2	16-2-24	T6	Celtis_tala	0.43	0.118	5	6.03	134	7.37	Facu	1.55
native	T6T3	16-2-24	T6	Celtis_tala	0.35	0.157	5	5.07	140	7.59	Facu	1.55
native	T7C1	25-7-23	T7	Scutia_buxifolia	0.13	0.081	5	2.86	140	4.94	Agus	1.53
native	T7C2	25-7-23	T7	Scutia_buxifolia	0.33	0.158	5	6	128	6.22	Agus	1.53
native	T7C3	25-7-23	T7	Scutia_buxifolia	0.16	0.088	5	3.78	145	6.93	Agus	1.53
native	T7C4	11/9/2023	T7	Scutia_buxifolia	0.13	0.063	5	5.04	137	6.95	Facu	1.55
native	T7C5	11/9/2023	T7	Scutia_buxifolia	0.35	0.125	5	6	142	9.23	Facu	1.55
native	T7N1	11/9/2023	T7	Neltuma_alba	NA	NA	NA	4.81	134	6.17	Agus	1.53
native	T7ST1	25-7-23	T7	Jodina_rhombifolia	0.79	0.34	5	4.85	120	4.33	Agus	1.53
native	T8C1	11/9/2023	T8	Scutia_buxifolia	0.28	0.104	5	8.1	130	8.35	Facu	1.55
native	T8C2	11/9/2023	T8	Scutia_buxifolia	0.16	0.055	5	4.65	134	6.04	Facu	1.55
native	T8C3	11/9/2023	T8	Scutia_buxifolia	0.3	0.106	5	5.5	135	7.05	Facu	1.55
native	T8C4	11/9/2023	T8	Scutia_buxifolia	0.23	0.087	5	3.89	139	6.02	Facu	1.55
native	T8C5	11/9/2023	T8	Scutia_buxifolia	0.26	0.129	5	5.02	124	4.94	Facu	1.55
native	T8L1	11/9/2023	T8	Ligustrum_lucidum	2.74	0.876	5	4.18	140	6.53	Facu	1.55
native	T8L2	11/9/2023	T8	Ligustrum_lucidum	NA	NA	NA	4.2	138	6.21	Facu	1.55
native	T8L3	11/9/2023	T8	Ligustrum_lucidum	NA	NA	NA	1.1	144	3.06	Facu	1.55
native	T8L4	11/9/2023	T8	Ligustrum_lucidum	3.38	1.084	5	4.66	135	6.21	Facu	1.55
native	T8M1	11/9/2023	T8	Schinus_longifolius	0.25	0.084	5	3.47	136	5.14	Facu	1.55
native	T8M2	11/9/2023	T8	Schinus_longifolius	0.22	0.074	4	4.94	131	5.84	Facu	1.55
native	T9C1	11/9/2023	T9	Scutia_buxifolia	0.18	0.081	5	4.3	138	6.33	Facu	1.55
native	T9C2	11/9/2023	T9	Scutia_buxifolia	0.2	0.099	4	5	136	6.73	Facu	1.55
native	T9C3	11/9/2023	T9	Scutia_buxifolia	0.2	0.086	5	6.3	130	6.84	Facu	1.55
native	T9C4	11/9/2023	T9	Scutia_buxifolia	0.32	0.145	5	3.59	128	4.35	Facu	1.55
native	T9C5	11/9/2023	T9	Scutia_buxifolia	0.36	0.149	5	5.38	130	6.06	Facu	1.55
native	T9L1	11/9/2023	T9	Ligustrum_lucidum	4.18	1.537	5	5.65	139	8.05	Facu	1.55
native	T9L2	11/9/2023	T9	Ligustrum_lucidum	2.01	0.658	5	4.28	139	6.47	Facu	1.55
native	T9L3	11/9/2023	T9	Ligustrum_lucidum	NA	NA	NA	3.85	135	5.4	Facu	1.55
native	T9L4	11/9/2023	T9	Ligustrum_lucidum	NA	NA	NA	4	140	6.32	Facu	1.55
native	T9M1	11/9/2023	T9	Schinus_longifolius	0.24	0.094	5	6.3	136	8.07	Facu	1.55
native	T9T1	12/11/2023	T9	Celtis_tala	0.32	0.124	5	1.95	125	2.9	Agus	1.53
native	T9T2	12/11/2023	T9	Celtis_tala	0.33	0.109	5	3.21	138	5.1	Agus	1.53
native	T9T3	12/11/2023	T9	Celtis_tala	0.25	0.09	5	2.67	137	4.39	Agus	1.53
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
